vendorid2,paymenttype1,paymenttype2,pulocationid237,pulocationid161,pulocationid236,pulocationid186,pulocationid162,dolocationid161,dolocationid236,dolocationid237,dolocationid230,dolocationid170,passengercount,tripdistance,fareamount,extra,mtatax,tipamount,tollsamount,improvementsurcharge,totalamount,tpeppickupdatetimehour0,tpeppickupdatetimehour1,tpeppickupdatetimehour2,tpepdropoffdatetimehour0,tpepdropoffdatetimehour1,tpepdropoffdatetimehour2,duration
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.35,4.0,0.0,0.5,0.96,0.0,0.3,5.76,0,1,0,0,1,0,160.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,3.43,14.5,0.5,0.5,3.16,0.0,0.3,18.96,0,0,1,0,0,1,1020.0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.1,7.5,0.0,0.5,1.25,0.0,0.3,9.55,1,0,0,1,0,0,508.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.05,12.0,1.0,0.5,2.07,0.0,0.3,15.87,0,0,1,0,0,1,984.0
1,1,0,0,1,0,0,0,0,0,0,0,0,2,1.34,7.0,1.0,0.5,1.76,0.0,0.3,10.56,0,0,1,0,0,1,480.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0.73,4.5,1.0,0.5,0.0,0.0,0.3,6.3,0,0,1,0,0,1,171.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,2.09,10.5,1.0,0.5,2.46,0.0,0.3,14.76,0,0,1,0,0,1,780.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.4,11.0,0.0,0.5,0.0,0.0,0.3,11.8,0,1,0,0,1,0,793.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.3,9.5,1.0,0.5,0.0,0.0,0.3,11.3,0,1,0,0,1,0,600.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.9,23.0,1.0,0.5,0.0,0.0,0.3,24.8,0,0,1,0,0,1,2280.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.9,9.0,0.5,0.5,2.06,0.0,0.3,12.36,0,0,1,0,0,1,634.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,3.22,13.0,1.0,0.5,1.75,0.0,0.3,16.55,0,0,1,0,0,1,900.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,5.0,0.5,0.5,1.55,0.0,0.3,7.85,1,0,0,1,0,0,273.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.2,7.0,1.0,0.5,0.0,0.0,0.3,8.8,0,0,1,0,0,1,484.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.74,5.5,0.0,0.5,0.94,0.0,0.3,7.24,0,1,0,0,1,0,324.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.62,9.0,1.0,0.5,2.16,0.0,0.3,12.96,0,0,1,0,0,1,660.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1,8.0,0.0,0.5,0.0,0.0,0.3,8.8,0,1,0,0,1,0,660.0
1,1,0,0,0,0,0,0,0,1,0,0,0,1,2.46,13.0,1.0,0.5,1.0,0.0,0.3,15.8,0,0,1,0,0,1,1080.0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.3,8.0,1.0,0.5,1.08,0.0,0.3,10.88,0,1,0,0,1,0,522.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,6.0,0.5,0.5,1.45,0.0,0.3,8.75,0,0,1,0,0,1,402.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.1,13.0,0.0,0.5,2.75,0.0,0.3,16.55,0,0,1,0,0,1,1140.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.43,3.5,0.0,0.5,0.86,0.0,0.3,5.16,0,1,0,0,1,0,141.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.53,4.5,0.0,0.5,1.06,0.0,0.3,6.36,0,1,0,0,1,0,213.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.14,9.5,0.0,0.5,0.0,0.0,0.3,10.3,0,1,0,0,1,0,824.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.3,13.5,0.5,0.5,2.95,0.0,0.3,17.75,0,0,1,0,0,1,973.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.52,16.5,0.5,0.5,2.0,0.0,0.3,19.8,0,0,1,0,0,1,1440.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.4,10.5,0.0,0.5,2.25,0.0,0.3,13.55,0,1,0,0,1,0,632.0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,1.43,9.0,0.0,0.5,1.96,0.0,0.3,11.76,0,1,0,0,1,0,726.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,6.14,19.0,0.0,0.5,0.0,0.0,0.3,19.8,1,0,0,1,0,0,840.0
0,1,0,0,0,0,0,0,0,0,0,0,0,4,2.7,13.5,0.5,0.5,2.95,0.0,0.3,17.75,1,0,0,1,0,0,1024.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.2,8.5,1.0,0.5,1.0,0.0,0.3,11.3,0,0,1,0,0,1,660.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5,11.0,0.0,0.5,2.35,0.0,0.3,14.15,0,1,0,0,1,0,757.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.5,8.0,0.0,0.5,0.0,0.0,0.3,8.8,0,1,0,0,1,0,560.0
0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.3,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0,1,0,0,1,0,422.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.32,8.0,0.0,0.5,2.2,0.0,0.3,11.0,0,1,0,0,1,0,545.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.9,9.0,0.0,0.5,0.0,0.0,0.3,9.8,1,0,0,1,0,0,660.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.95,18.0,0.0,0.5,3.76,0.0,0.3,22.56,0,1,0,0,1,0,1351.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7,9.0,0.5,0.5,2.5,0.0,0.3,12.8,0,0,1,0,0,1,575.0
1,1,0,0,0,0,0,0,0,0,0,0,0,6,1.41,7.0,0.5,0.5,1.0,0.0,0.3,9.3,0,0,1,0,0,1,420.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,14.5,0.5,0.5,3.0,0.0,0.3,18.8,0,0,1,0,0,1,1140.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.43,14.5,0.5,0.5,3.16,0.0,0.3,18.96,0,0,1,0,0,1,1019.0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.0,5.0,0.0,0.5,0.0,0.0,0.3,5.8,0,1,0,0,1,0,239.0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0.91,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0,0,1,0,0,1,480.0
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.46,7.5,0.5,0.5,1.76,0.0,0.3,10.56,0,0,1,0,0,1,471.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.2,9.0,0.0,0.5,2.45,0.0,0.3,12.25,1,0,0,1,0,0,708.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7,6.5,0.0,0.5,1.45,0.0,0.3,8.75,0,1,0,0,1,0,438.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.2,8.5,0.5,0.5,1.95,0.0,0.3,11.75,0,0,1,0,0,1,660.0
0,1,0,1,0,0,0,0,0,0,0,0,0,2,5.8,20.5,0.5,0.5,4.35,0.0,0.3,26.15,1,0,0,1,0,0,1267.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.74,14.0,0.0,0.5,2.96,0.0,0.3,17.76,0,1,0,0,1,0,1080.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.4,11.5,0.5,0.5,0.0,0.0,0.3,12.8,0,0,0,0,0,0,840.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.42,14.5,0.0,0.5,3.06,0.0,0.3,18.36,0,0,1,0,0,1,1260.0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.02,5.0,0.0,0.5,1.16,0.0,0.3,6.96,0,1,0,0,1,0,180.0
1,1,0,0,0,0,0,0,0,0,0,0,0,4,1.91,9.5,0.5,0.5,2.16,0.0,0.3,12.96,0,0,1,0,0,0,600.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,1.24,7.5,0.0,0.5,1.66,0.0,0.3,9.96,0,1,0,0,1,0,540.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.91,11.0,0.5,0.5,2.46,0.0,0.3,14.76,0,0,1,0,0,1,873.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,0,0,1,0,0,1,605.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6,12.5,0.5,0.5,2.5,0.0,0.3,16.3,0,0,1,0,0,1,660.0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,1.1,6.5,0.5,0.5,1.5,0.0,0.3,9.3,0,0,1,0,0,1,468.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.08,7.0,0.5,0.5,0.0,0.0,0.3,8.3,1,0,0,1,0,0,454.0
1,1,0,0,1,0,0,0,0,0,1,0,0,1,1.25,7.5,1.0,0.5,1.86,0.0,0.3,11.16,0,0,1,0,0,1,538.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,2.5,0.5,0.5,0.0,0.0,0.3,3.8,1,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.4,13.5,0.0,0.5,0.0,0.0,0.3,14.3,0,0,1,0,0,1,922.0
1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.49,5.0,0.0,0.5,0.0,0.0,0.3,5.8,0,1,0,0,1,0,287.0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.2,8.0,0.5,0.5,1.85,0.0,0.3,11.15,0,0,1,0,0,1,586.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.14,12.0,0.0,0.5,2.56,0.0,0.3,15.36,0,1,0,0,1,0,1020.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.2,13.0,0.0,0.5,2.75,0.0,0.3,16.55,0,1,0,0,1,0,1140.0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.1,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0,0,1,0,0,1,276.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.3,6.5,0.5,0.5,0.0,0.0,0.3,7.8,1,0,0,1,0,0,346.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.92,17.0,0.0,0.5,0.0,0.0,0.3,17.8,0,1,0,0,1,0,1560.0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.4,8.5,0.0,0.5,1.0,0.0,0.3,10.3,0,1,0,0,1,0,662.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.61,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0,0,1,0,0,1,102.0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5,5.5,0.0,0.5,1.25,0.0,0.3,7.55,0,1,0,0,1,0,355.0
1,0,1,1,0,0,0,0,0,0,0,0,0,5,0.96,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0,1,0,0,1,0,573.0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.4,14.0,0.0,0.5,4.4,0.0,0.3,19.2,0,1,0,0,1,0,1336.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.75,12.0,0.0,0.5,1.0,0.0,0.3,13.8,0,1,0,0,1,0,476.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.43,7.5,1.0,0.5,1.2,0.0,0.3,10.5,0,0,1,0,0,1,514.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,1,0,0,1,0,0,399.0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.9,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0,0,1,0,0,1,306.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.64,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0,0,1,0,0,1,180.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4,19.0,1.0,0.5,0.0,0.0,0.3,20.8,0,1,0,0,1,0,1563.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99,6.0,0.5,0.5,1.0,0.0,0.3,8.3,0,0,1,0,0,1,300.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.3,7.5,0.5,0.5,1.0,0.0,0.3,9.8,0,0,1,0,0,1,459.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.05,6.0,0.5,0.5,1.46,0.0,0.3,8.76,0,0,1,0,0,1,360.0
1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.66,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0,0,1,0,0,1,323.0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.4,8.5,0.0,0.5,0.0,0.0,0.3,9.3,0,1,0,0,1,0,600.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.82,6.5,0.5,0.5,0.78,0.0,0.3,8.58,0,0,1,0,0,1,460.0
0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.1,6.5,0.0,0.5,0.0,0.0,0.3,7.3,1,0,0,1,0,0,420.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6,4.5,0.0,0.5,0.0,0.0,0.3,5.3,1,0,0,1,0,0,213.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,1,0,0,1,0,0,180.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0.97,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0,0,1,0,0,1,365.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.78,5.5,0.0,0.5,1.58,0.0,0.3,7.88,0,1,0,0,1,0,297.0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.5,8.0,0.5,0.5,1.85,0.0,0.3,11.15,0,0,1,0,0,1,554.0
1,1,0,0,0,0,0,0,0,0,0,1,0,1,1.74,7.5,0.5,0.5,2.64,0.0,0.3,11.44,0,0,1,0,0,1,406.0
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.34,8.5,1.0,0.5,1.54,0.0,0.3,11.84,0,0,1,0,0,1,586.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0,1,0,0,1,0,176.0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.4,6.5,0.5,0.5,1.55,0.0,0.3,9.35,0,0,1,0,0,1,360.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,5.0,0.0,0.5,1.15,0.0,0.3,6.95,0,1,0,0,1,0,300.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,1.33,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1,0,0,1,0,0,374.0
1,1,0,0,0,0,0,0,0,0,0,1,0,2,3.01,12.5,0.0,0.5,0.0,0.0,0.3,13.3,1,0,0,1,0,0,802.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,4.0,19.5,0.0,0.5,0.0,0.0,0.3,20.3,0,0,1,0,0,1,1560.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.4,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0,0,0,0,0,0,171.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.6,8.0,0.0,0.5,1.0,0.0,0.3,9.8,1,0,0,1,0,0,600.0
1,0,1,0,0,0,0,0,0,0,1,0,0,3,2.54,15.0,1.0,0.5,0.0,0.0,0.3,16.8,0,1,0,0,0,1,1320.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,1.35,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0,0,0,0,0,0,360.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.7,14.0,0.5,0.5,2.0,0.0,0.3,17.3,0,0,1,0,0,1,900.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,0,0,0,0,0,0,300.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.7,5.5,0.0,0.5,1.55,0.0,0.3,7.85,0,1,0,0,1,0,374.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.22,8.0,0.5,0.5,0.0,0.0,0.3,9.3,0,0,1,0,0,1,600.0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,1.53,8.0,1.0,0.5,0.0,0.0,0.3,9.8,0,1,0,0,1,0,533.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0,0,1,0,0,1,326.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.07,8.0,0.0,0.5,0.0,0.0,0.3,8.8,1,0,0,1,0,0,660.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.33,3.0,1.0,0.5,0.48,0.0,0.3,5.28,0,1,0,0,1,0,65.0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,1,0,0,1,0,0,669.0
1,1,0,0,0,0,0,0,0,0,0,1,0,1,1.05,8.0,0.0,0.5,1.76,0.0,0.3,10.56,0,1,0,0,1,0,600.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.4,7.0,0.5,0.5,1.65,0.0,0.3,9.95,0,0,1,0,0,1,411.0
1,1,0,0,0,0,0,0,0,0,0,0,0,3,5.2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,0,0,1,0,0,1,2027.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3,3.0,0.5,0.5,0.7,0.0,0.3,5.0,0,0,1,0,0,1,68.0
1,0,1,0,0,0,0,0,0,0,0,0,0,5,1.28,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0,1,0,0,1,0,454.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,3.61,14.0,0.5,0.5,3.06,0.0,0.3,18.36,0,0,1,0,0,1,960.0
1,0,1,0,0,0,0,0,0,0,0,0,0,5,1.6,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0,0,1,0,0,1,353.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7,8.0,0.5,0.5,1.85,0.0,0.3,11.15,0,0,1,0,0,1,480.0
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.91,5.0,0.5,0.5,0.0,0.0,0.3,6.3,1,0,0,1,0,0,236.0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.6,6.0,1.0,0.5,1.55,0.0,0.3,9.35,0,0,1,0,0,1,428.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.1,10.0,0.0,0.5,2.15,0.0,0.3,12.95,1,0,0,1,0,0,742.0
1,1,0,0,0,0,0,0,0,1,0,0,0,1,1.34,8.0,1.0,0.5,1.96,0.0,0.3,11.76,0,0,1,0,0,1,540.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0,0,1,0,0,1,313.0
1,0,1,0,0,1,0,0,0,1,0,0,0,3,0.55,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0,0,1,0,0,1,180.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.4,8.0,0.0,0.5,1.75,0.0,0.3,10.55,0,0,1,0,0,1,526.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,2.2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,0,0,1,0,0,1,727.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.51,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1,0,0,1,0,0,420.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.2,17.0,0.0,0.5,3.55,0.0,0.3,21.35,1,0,0,1,0,0,1033.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.31,6.5,0.5,0.5,1.56,0.0,0.3,9.36,0,0,1,0,0,1,409.0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.6,5.5,1.0,0.5,0.1,0.0,0.3,7.4,0,0,1,0,0,1,376.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.26,8.0,0.0,0.5,1.5,0.0,0.3,10.3,0,1,0,0,1,0,550.0
1,1,0,0,0,0,0,0,1,0,0,0,0,3,0.77,6.5,0.0,0.5,1.1,0.0,0.3,8.4,0,1,0,0,1,0,472.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.6,7.5,0.0,0.5,1.65,0.0,0.3,9.95,0,1,0,0,1,0,420.0
0,1,0,0,0,0,0,0,0,0,0,0,1,2,1.9,17.0,0.0,0.5,3.55,0.0,0.3,21.35,0,1,0,0,1,0,1680.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0.9,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0,0,1,0,0,1,460.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,7.0,1.0,0.5,2.2,0.0,0.3,11.0,0,0,1,0,0,1,487.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.63,4.5,0.0,0.5,1.06,0.0,0.3,6.36,0,0,1,0,0,1,180.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,5.0,0.0,0.5,1.15,0.0,0.3,6.95,0,1,0,0,1,0,300.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.62,8.5,0.5,0.5,1.0,0.0,0.3,10.8,0,0,1,0,0,0,570.0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,4.16,17.0,0.0,0.5,1.8,0.0,0.3,19.6,0,1,0,0,1,0,1200.0
1,1,0,0,0,0,0,1,0,0,0,0,0,1,2.25,12.0,1.0,0.5,3.45,0.0,0.3,17.25,0,0,1,0,0,1,978.0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.4,13.0,1.0,0.5,0.0,0.0,0.3,14.8,0,1,0,0,1,0,1089.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,11.0,0.0,0.5,2.36,0.0,0.3,14.16,1,0,0,1,0,0,785.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.84,11.0,1.0,0.5,0.0,0.0,0.3,12.8,0,0,1,0,0,1,967.0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.5,8.5,0.5,0.5,0.0,0.0,0.3,9.8,1,0,0,1,0,0,573.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.2,6.0,0.0,0.5,1.35,0.0,0.3,8.15,0,1,0,0,1,0,360.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,1.62,12.5,0.0,0.5,2.66,0.0,0.3,15.96,0,1,0,0,1,0,1080.0
1,0,1,0,0,0,1,0,0,0,0,0,1,1,0.61,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0,0,1,0,0,1,384.0
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.4,3.5,1.0,0.5,1.05,0.0,0.3,6.35,0,0,1,0,0,1,119.0
1,1,0,0,0,1,0,0,0,0,0,0,0,2,1.46,9.5,1.0,0.5,1.13,0.0,0.3,12.43,0,0,1,0,0,1,789.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.0,6.0,0.5,0.5,1.8,0.0,0.3,9.1,0,0,0,1,0,0,306.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.3,6.5,0.5,0.5,1.0,0.0,0.3,8.8,0,0,1,0,0,1,387.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.03,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,0,0,1,0,0,540.0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0,1,0,0,1,0,220.0
1,1,0,0,0,0,0,0,1,0,0,0,0,2,0.88,5.0,0.0,0.5,1.04,0.0,0.3,6.84,1,0,0,1,0,0,180.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5,11.0,0.0,0.5,3.5,0.0,0.3,15.3,0,1,0,0,1,0,712.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.48,5.5,1.0,0.5,0.0,0.0,0.3,7.3,0,0,1,0,0,1,360.0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.4,7.5,0.5,0.5,0.0,0.0,0.3,8.8,0,0,1,0,0,1,465.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.95,5.5,0.0,0.5,1.26,0.0,0.3,7.56,0,1,0,0,1,0,300.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.88,6.0,0.5,0.5,1.46,0.0,0.3,8.76,0,0,1,0,0,1,390.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,5.49,17.0,0.0,0.5,3.56,0.0,0.3,21.36,0,1,0,0,1,0,716.0
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.3,12.0,0.0,0.5,2.56,0.0,0.3,15.36,0,1,0,0,1,0,1079.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.4,8.0,0.0,0.5,1.75,0.0,0.3,10.55,0,0,1,0,0,1,567.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.2,7.0,0.0,0.5,1.55,0.0,0.3,9.35,0,0,1,0,0,1,407.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.8,15.0,0.5,0.5,4.35,5.54,0.3,26.19,0,0,1,0,0,1,1050.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.31,10.0,0.5,0.5,0.0,0.0,0.3,11.3,0,0,1,0,0,1,887.0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,5.1,17.0,0.0,0.5,2.2,0.0,0.3,20.0,1,0,0,1,0,0,840.0
1,0,1,0,0,0,0,0,0,0,0,0,0,6,5.13,25.5,1.0,0.5,0.0,0.0,0.3,27.3,0,1,0,0,0,1,2364.0
0,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0,3.5,0.5,0.5,0.0,0.0,0.3,4.8,0,0,1,0,0,1,120.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.78,7.0,0.0,0.5,1.25,0.0,0.3,9.05,0,1,0,0,1,0,508.0
0,0,1,0,0,0,0,0,0,0,0,0,0,4,2.0,10.5,0.0,0.5,0.0,0.0,0.3,11.3,0,1,0,0,1,0,780.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0.98,7.5,1.0,0.5,0.0,0.0,0.3,9.3,0,0,1,0,0,1,605.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.49,4.0,0.0,0.5,2.0,0.0,0.3,6.8,1,0,0,1,0,0,165.0
1,0,1,0,1,0,0,0,0,0,0,0,0,1,2.4,13.5,0.0,0.5,0.0,0.0,0.3,14.3,0,1,0,0,1,0,1087.0
0,0,1,0,0,0,0,0,0,0,1,0,0,2,1.1,6.5,0.0,0.5,0.0,0.0,0.3,7.3,0,0,1,0,0,1,360.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,2.91,15.5,0.5,0.5,3.36,0.0,0.3,20.16,0,0,1,0,0,1,1403.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,10.0,0.5,0.5,2.8,0.0,0.3,14.1,0,0,1,0,0,1,780.0
