passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,VendorID_2,RatecodeID_2,RatecodeID_3,RatecodeID_4,RatecodeID_5,RatecodeID_99,store_and_fwd_flag_Y,payment_type_2,payment_type_3,payment_type_4,minutes
1,2.4,342,55,10.0,0.5,0.5,1.0,0.0,0.3,12.3,0,0,0,0,0,0,0,0,0,0,8.3
1,2.4,342,661,12.0,0.5,0.5,2.65,0.0,0.3,15.95,0,0,0,0,0,0,0,0,0,0,16.133333333333336
1,1.6,555,246,7.0,0.5,0.5,1.65,0.0,0.3,9.95,0,0,0,0,0,0,0,0,0,0,5.733333333333333
1,0.26,576,355,3.5,0.0,0.5,0.86,0.0,0.3,5.16,1,0,0,0,0,0,0,0,0,0,2.5
2,1.31,555,123,8.5,0.5,0.5,1.47,0.0,0.3,11.27,1,0,0,0,0,0,0,0,0,0,11.333333333333334
1,0.4,749,661,3.5,0.0,0.5,1.05,0.0,0.3,5.35,0,0,0,0,0,0,0,0,0,0,1.6166666666666667
2,2.9,583,653,14.0,0.0,0.5,2.95,0.0,0.3,17.75,0,0,0,0,0,0,0,0,0,0,18.633333333333333
1,1.01,576,467,5.5,0.5,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,4.000000000000001
1,2.0,469,366,14.0,0.0,0.5,2.95,0.0,0.3,17.75,0,0,0,0,0,0,0,0,0,0,20.433333333333334
1,2.89,303,761,11.5,0.5,0.5,2.56,0.0,0.3,15.36,1,0,0,0,0,0,0,0,0,0,13.0
2,2.12,436,467,9.0,0.5,0.5,2.06,0.0,0.3,12.36,1,0,0,0,0,0,0,0,0,0,8.4
1,0.79,583,285,4.5,0.0,0.5,1.06,0.0,0.3,6.36,1,0,0,0,0,0,0,0,0,0,3.0
1,0.7,241,278,5.0,0.5,0.5,1.85,0.0,0.3,8.15,0,0,0,0,0,0,0,0,0,0,4.383333333333334
1,2.6,383,568,11.0,0.5,0.5,1.25,0.0,0.3,13.55,0,0,0,0,0,0,1,0,0,0,12.0
1,1.6,590,259,9.5,0.0,0.5,2.05,0.0,0.3,12.35,0,0,0,0,0,0,1,0,0,0,12.0
1,0.5,741,246,4.0,0.0,0.5,2.0,0.0,0.3,6.8,0,0,0,0,0,0,0,0,0,0,2.1333333333333333
2,1.0,890,369,5.0,0.5,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,3.0
1,3.15,861,249,13.5,0.0,0.5,2.86,0.0,0.3,17.16,1,0,0,0,0,0,0,0,0,0,15.916666666666668
1,1.6,792,259,9.0,1.0,0.5,2.15,0.0,0.3,12.95,0,0,0,0,0,0,0,0,0,0,11.916666666666666
1,0.75,749,462,5.0,0.0,0.5,1.16,0.0,0.3,6.96,1,0,0,0,0,0,0,0,0,0,4.6
2,1.82,890,568,8.5,1.0,0.5,2.06,0.0,0.3,12.36,1,0,0,0,0,0,0,0,0,0,8.666666666666666
1,1.12,749,427,8.0,1.0,0.5,1.0,0.0,0.3,10.8,1,0,0,0,0,0,0,0,0,0,9.466666666666667
1,1.1,436,681,8.0,1.0,0.5,1.95,0.0,0.3,11.75,0,0,0,0,0,0,0,0,0,0,10.0
1,0.85,792,661,6.0,0.5,0.5,1.0,0.0,0.3,8.3,1,0,0,0,0,0,0,0,0,0,6.133333333333334
1,3.3,227,299,13.5,0.5,0.5,3.7,0.0,0.3,18.5,0,0,0,0,0,0,0,0,0,0,15.0
3,2.05,423,239,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,0,0,0,0,0,0,0,0,0,10.0
1,2.18,325,681,11.0,0.0,0.5,1.06,0.0,0.3,12.86,1,0,0,0,0,0,0,0,0,0,13.116666666666667
1,1.73,741,285,7.0,0.0,0.5,1.56,0.0,0.3,9.36,1,0,0,0,0,0,0,0,0,0,5.0
1,0.57,749,334,4.0,0.5,0.5,1.06,0.0,0.3,6.36,1,0,0,0,0,0,0,0,0,0,2.0000000000000004
2,1.67,861,661,8.0,0.0,0.5,0.7,0.0,0.3,9.5,1,0,0,0,0,0,0,0,0,0,8.016666666666667
3,1.54,611,355,9.0,1.0,0.5,2.0,0.0,0.3,12.8,1,0,0,0,0,0,0,0,0,0,10.0
2,2.5,158,67,11.5,1.0,0.5,1.0,0.0,0.3,14.3,0,0,0,0,0,0,0,0,0,0,13.416666666666666
1,0.9,53,366,5.5,0.0,0.5,0.95,0.0,0.3,7.25,0,0,0,0,0,0,0,0,0,0,5.166666666666667
1,2.79,617,55,12.0,0.5,0.5,2.66,0.0,0.3,15.96,1,0,0,0,0,0,0,0,0,0,11.716666666666667
2,1.52,191,612,6.5,0.0,0.5,1.0,0.0,0.3,8.3,1,0,0,0,0,0,0,0,0,0,4.5
1,3.09,576,568,12.5,0.5,0.5,2.76,0.0,0.3,16.56,1,0,0,0,0,0,0,0,0,0,13.15
1,2.4,325,681,13.5,0.5,0.5,2.0,0.0,0.3,16.8,0,0,0,0,0,0,0,0,0,0,17.433333333333334
5,1.08,583,612,6.0,0.5,0.5,1.46,0.0,0.3,8.76,1,0,0,0,0,0,0,0,0,0,5.4
5,1.06,611,355,7.5,1.0,0.5,2.32,0.0,0.3,11.62,1,0,0,0,0,0,0,0,0,0,9.383333333333333
1,2.25,277,521,9.5,0.5,0.5,1.5,0.0,0.3,12.3,1,0,0,0,0,0,0,0,0,0,9.15
5,1.53,297,285,11.0,0.0,0.5,2.36,0.0,0.3,14.16,1,0,0,0,0,0,0,0,0,0,15.166666666666666
1,1.99,297,761,7.5,0.5,0.5,1.76,0.0,0.3,10.56,1,0,0,0,0,0,0,0,0,0,6.0
1,2.1,345,304,10.5,1.0,0.5,2.0,0.0,0.3,14.3,0,0,0,0,0,0,0,0,0,0,13.0
1,0.87,342,406,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1,0,0,0,0,0,0,0,0,0,7.05
1,1.4,649,802,11.0,0.0,0.5,1.5,0.0,0.3,13.3,0,0,0,0,0,0,0,0,0,0,15.416666666666668
2,2.15,649,472,12.0,0.5,0.5,2.66,0.0,0.3,15.96,1,0,0,0,0,0,0,0,0,0,17.000000000000004
1,0.9,617,259,5.5,0.5,0.5,1.35,0.0,0.3,8.15,0,0,0,0,0,0,0,0,0,0,5.616666666666666
1,1.6,469,858,10.0,0.0,0.5,2.15,0.0,0.3,12.95,0,0,0,0,0,0,0,0,0,0,13.466666666666667
1,1.83,739,521,10.5,1.0,0.5,1.84,0.0,0.3,14.14,1,0,0,0,0,0,0,0,0,0,14.0
1,1.2,792,761,9.0,0.0,0.5,1.95,0.0,0.3,11.75,0,0,0,0,0,0,0,0,0,0,12.333333333333334
1,2.63,188,406,12.0,0.0,0.5,2.0,0.0,0.3,14.8,1,0,0,0,0,0,0,0,0,0,13.933333333333334
1,0.86,590,391,8.0,0.5,0.5,1.86,0.0,0.3,11.16,1,0,0,0,0,0,0,0,0,0,10.85
2,1.66,749,89,8.0,0.5,0.5,1.0,0.0,0.3,10.3,1,0,0,0,0,0,0,0,0,0,7.0
4,1.96,861,802,10.5,1.0,0.5,2.46,0.0,0.3,14.76,1,0,0,0,0,0,0,0,0,0,12.7
2,0.76,785,759,6.0,0.0,0.5,1.0,0.0,0.3,7.8,1,0,0,0,0,0,0,0,0,0,6.0
1,2.17,325,190,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,0,0,0,0,0,0,0,0,0,10.483333333333333
1,1.0,617,224,9.0,0.0,0.5,1.95,0.0,0.3,11.75,0,0,0,0,0,0,0,0,0,0,12.0
1,2.6,649,802,10.5,0.5,0.5,2.35,0.0,0.3,14.15,0,0,0,0,0,0,0,0,0,0,10.783333333333333
1,0.8,861,858,4.5,0.0,0.5,1.3,0.0,0.3,6.6,0,0,0,0,0,0,0,0,0,0,3.0833333333333335
1,0.64,749,699,7.0,0.0,0.5,1.56,0.0,0.3,9.36,1,0,0,0,0,0,0,0,0,0,8.200000000000001
2,0.48,555,239,3.5,0.0,0.5,1.08,0.0,0.3,5.38,1,0,0,0,0,0,0,0,0,0,2.0000000000000004
1,1.6,741,557,8.5,0.5,0.5,1.95,0.0,0.3,11.75,0,0,0,0,0,0,0,0,0,0,10.0
1,0.8,423,230,5.5,0.0,0.5,1.25,0.0,0.3,7.55,0,0,0,0,0,0,0,0,0,0,5.7
1,0.4,890,759,4.0,0.0,0.5,0.95,0.0,0.3,5.75,0,0,0,0,0,0,0,0,0,0,3.2666666666666666
1,1.6,861,356,11.0,0.0,0.5,2.0,0.0,0.3,13.8,0,0,0,0,0,0,0,0,0,0,16.000000000000004
6,1.5,779,661,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,10.166666666666666
2,2.1,279,356,9.0,0.0,0.5,1.95,0.0,0.3,11.75,0,0,0,0,0,0,0,0,0,0,8.916666666666666
1,0.5,617,467,5.0,0.5,0.5,1.25,0.0,0.3,7.55,0,0,0,0,0,0,0,0,0,0,4.583333333333333
1,0.5,741,619,4.0,0.5,0.5,1.05,0.0,0.3,6.35,0,0,0,0,0,0,0,0,0,0,2.533333333333333
1,2.1,590,858,13.5,1.0,0.5,3.8,0.0,0.3,19.1,0,0,0,0,0,0,0,0,0,0,21.0
2,1.4,43,89,7.0,0.5,0.5,1.65,0.0,0.3,9.95,0,0,0,0,0,0,0,0,0,0,7.0
1,0.85,463,761,5.0,0.0,0.5,1.0,0.0,0.3,6.8,1,0,0,0,0,0,0,0,0,0,3.6333333333333333
1,2.4,555,366,9.5,0.5,0.5,2.15,0.0,0.3,12.95,0,0,0,0,0,0,0,0,0,0,9.033333333333333
1,0.63,741,557,5.0,0.0,0.5,1.45,0.0,0.3,7.25,1,0,0,0,0,0,0,0,0,0,5.0
1,1.2,463,467,6.5,0.5,0.5,1.55,0.0,0.3,9.35,0,0,0,0,0,0,0,0,0,0,5.766666666666667
1,1.7,342,366,8.0,0.5,0.5,0.01,0.0,0.3,9.31,0,0,0,0,0,0,0,0,0,0,7.833333333333334
6,1.65,749,759,9.5,1.0,0.5,2.82,0.0,0.3,14.12,1,0,0,0,0,0,0,0,0,0,12.0
1,1.8,617,681,7.0,0.0,0.5,1.55,0.0,0.3,9.35,0,0,0,0,0,0,0,0,0,0,5.0
2,3.98,33,391,14.5,0.5,0.5,3.16,0.0,0.3,18.96,1,0,0,0,0,0,0,0,0,0,16.000000000000004
1,1.04,890,285,5.5,0.0,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,4.000000000000001
1,1.9,81,261,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,10.55
1,1.2,611,518,7.0,0.0,0.5,1.0,0.0,0.3,8.8,0,0,0,0,0,0,0,0,0,0,7.033333333333333
1,0.87,392,249,5.0,0.0,0.5,1.2,0.0,0.3,7.0,1,0,0,0,0,0,0,0,0,0,3.9500000000000006
1,0.53,739,761,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,7.0
1,1.48,792,858,12.0,0.0,0.5,2.56,0.0,0.3,15.36,1,0,0,0,0,0,0,0,0,0,17.9
3,3.1,279,568,12.0,0.0,0.5,2.55,0.0,0.3,15.35,0,0,0,0,0,0,0,0,0,0,11.55
1,1.02,779,761,8.0,1.0,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,10.583333333333334
1,0.68,345,304,5.0,0.5,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,4.333333333333333
1,2.36,583,249,12.0,0.0,0.5,3.2,0.0,0.3,16.0,1,0,0,0,0,0,0,0,0,0,14.716666666666667
1,0.5,861,699,5.0,0.0,0.5,1.16,0.0,0.3,6.96,1,0,0,0,0,0,0,0,0,0,6.0
1,0.6,749,661,5.0,1.0,0.5,0.68,0.0,0.3,7.48,0,0,0,0,0,0,0,0,0,0,5.683333333333334
1,1.4,779,472,7.5,0.0,0.5,1.2,0.0,0.3,9.5,0,0,0,0,0,0,1,0,0,0,8.000000000000002
1,1.2,576,299,6.0,0.5,0.5,1.45,0.0,0.3,8.75,0,0,0,0,0,0,0,0,0,0,3.9500000000000006
1,0.8,297,521,5.0,0.5,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,5.0
1,1.97,469,612,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,8.066666666666668
5,1.06,227,406,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,6.0
1,1.2,749,467,8.0,0.0,0.5,3.0,0.0,0.3,11.8,0,0,0,0,0,0,0,0,0,0,9.633333333333333
1,1.1,82,185,7.0,0.0,0.5,1.0,0.0,0.3,8.8,0,0,0,0,0,0,0,0,0,0,7.283333333333333
1,2.93,279,193,13.5,1.0,0.5,3.82,0.0,0.3,19.12,1,0,0,0,0,0,0,0,0,0,18.216666666666665
1,0.7,861,858,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,6.866666666666666
1,2.0,342,406,10.5,0.5,0.5,2.35,0.0,0.3,14.15,0,0,0,0,0,0,0,0,0,0,13.4
1,1.1,277,117,6.0,0.5,0.5,1.45,0.0,0.3,8.75,0,0,0,0,0,0,0,0,0,0,5.716666666666667
1,1.2,792,427,7.5,0.0,0.5,1.5,0.0,0.3,9.8,0,0,0,0,0,0,0,0,0,0,8.866666666666667
1,1.84,779,261,7.5,0.5,0.5,2.0,0.0,0.3,10.8,1,0,0,0,0,0,0,0,0,0,4.95
2,2.28,611,521,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,0,0,0,0,0,0,0,0,0,9.0
1,3.1,292,761,14.5,0.0,0.5,2.0,0.0,0.3,17.3,0,0,0,0,0,0,0,0,0,0,19.266666666666666
2,0.97,43,89,5.0,0.5,0.5,1.0,0.0,0.3,7.3,1,0,0,0,0,0,0,0,0,0,3.9000000000000004
2,0.2,259,369,3.0,0.0,0.5,0.75,0.0,0.3,4.55,0,0,0,0,0,0,0,0,0,0,1.0833333333333333
4,1.22,611,518,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1,0,0,0,0,0,0,0,0,0,6.0
1,1.09,303,266,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1,0,0,0,0,0,0,0,0,0,9.0
1,3.3,617,55,14.5,0.5,0.5,4.7,0.0,0.3,20.5,0,0,0,0,0,0,0,0,0,0,15.733333333333336
1,1.56,469,472,14.5,0.0,0.5,3.06,0.0,0.3,18.36,1,0,0,0,0,0,0,0,0,0,23.0
2,1.43,488,518,8.0,1.0,0.5,2.0,0.0,0.3,11.8,1,0,0,0,0,0,0,0,0,0,10.2
1,3.5,555,24,13.0,1.0,0.5,2.0,0.0,0.3,16.8,0,0,0,0,0,0,0,0,0,0,11.0
3,2.18,649,167,8.0,0.5,0.5,1.0,0.0,0.3,10.3,1,0,0,0,0,0,0,0,0,0,6.0
1,1.7,611,568,9.5,1.0,0.5,1.0,0.0,0.3,12.3,0,0,0,0,0,0,0,0,0,0,11.75
1,0.67,890,356,4.5,0.0,0.5,1.06,0.0,0.3,6.36,1,0,0,0,0,0,0,0,0,0,3.9500000000000006
1,2.24,191,176,12.5,0.0,0.5,2.66,0.0,0.3,15.96,1,0,0,0,0,0,0,0,0,0,17.000000000000004
2,3.7,325,518,14.5,0.5,0.5,3.15,0.0,0.3,18.95,0,0,0,0,0,0,0,0,0,0,17.000000000000004
1,1.31,749,355,7.0,1.0,0.5,1.5,0.0,0.3,10.3,1,0,0,0,0,0,0,0,0,0,7.866666666666668
5,0.39,785,369,4.0,0.0,0.5,1.2,0.0,0.3,6.0,1,0,0,0,0,0,0,0,0,0,2.65
2,1.52,303,699,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1,0,0,0,0,0,0,0,0,0,6.116666666666666
1,2.46,555,467,14.5,1.0,0.5,3.26,0.0,0.3,19.56,1,0,0,0,0,0,0,0,0,0,21.283333333333335
1,2.02,436,369,9.5,0.0,0.5,2.58,0.0,0.3,12.88,1,0,0,0,0,0,0,0,0,0,12.0
4,1.35,785,681,9.0,0.0,0.5,2.45,0.0,0.3,12.25,1,0,0,0,0,0,0,0,0,0,12.0
1,1.71,611,802,9.5,0.0,0.5,2.06,0.0,0.3,12.36,1,0,0,0,0,0,0,0,0,0,11.283333333333333
1,0.6,739,557,4.5,0.5,0.5,1.45,0.0,0.3,7.25,0,0,0,0,0,0,0,0,0,0,2.5833333333333335
1,1.0,890,356,6.0,0.0,0.5,1.36,0.0,0.3,8.16,0,0,0,0,0,0,0,0,0,0,5.0
1,2.8,421,619,13.5,0.0,0.5,2.85,0.0,0.3,17.15,0,0,0,0,0,0,0,0,0,0,17.866666666666667
1,2.61,17,22,13.0,0.0,0.5,3.45,0.0,0.3,17.25,1,0,0,0,0,0,0,0,0,0,17.01666666666667
1,1.05,749,259,6.5,0.5,0.5,1.95,0.0,0.3,9.75,1,0,0,0,0,0,0,0,0,0,6.0
1,1.5,890,802,7.0,0.0,0.5,1.17,0.0,0.3,8.97,0,0,0,0,0,0,0,0,0,0,6.9
1,0.75,259,759,5.5,0.0,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,5.816666666666666
3,1.85,488,858,8.0,0.5,0.5,1.0,0.0,0.3,10.3,1,0,0,0,0,0,0,0,0,0,7.983333333333334
1,2.2,739,334,12.5,1.0,0.5,2.85,0.0,0.3,17.15,0,0,0,0,0,0,0,0,0,0,17.633333333333333
2,0.7,7,59,5.0,0.5,0.5,1.25,0.0,0.3,7.55,0,0,0,0,0,0,0,0,0,0,5.066666666666666
1,1.6,423,259,9.0,0.0,0.5,1.47,0.0,0.3,11.27,0,0,0,0,0,0,0,0,0,0,11.0
5,1.77,4,5,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,8.833333333333334
2,2.37,779,246,11.0,0.0,0.5,1.18,0.0,0.3,17.93,1,0,0,0,0,0,0,0,0,0,14.0
1,1.12,785,759,7.0,1.0,0.5,1.32,0.0,0.3,10.12,1,0,0,0,0,0,0,0,0,0,7.0
1,1.7,590,266,9.0,1.0,0.5,2.16,0.0,0.3,12.96,1,0,0,0,0,0,0,0,0,0,10.816666666666666
5,1.92,576,391,8.5,0.0,0.5,1.86,0.0,0.3,11.16,1,0,0,0,0,0,0,0,0,0,8.9
1,0.9,590,467,6.5,1.0,0.5,1.66,0.0,0.3,9.96,1,0,0,0,0,0,0,0,0,0,7.0
1,2.24,297,612,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,6.9
1,0.27,583,568,3.5,1.0,0.5,0.5,0.0,0.3,5.8,1,0,0,0,0,0,0,0,0,0,1.5333333333333334
1,1.32,739,681,6.5,0.0,0.5,2.19,0.0,0.3,9.49,1,0,0,0,0,0,0,0,0,0,5.0
1,3.8,590,63,14.0,0.5,0.5,3.05,0.0,0.3,18.35,0,0,0,0,0,0,0,0,0,0,15.133333333333333
1,2.2,749,246,11.5,1.0,0.5,2.0,0.0,0.3,15.3,0,0,0,0,0,0,0,0,0,0,15.800000000000002
1,3.36,611,467,14.5,0.5,0.5,1.0,0.0,0.3,16.8,1,0,0,0,0,0,0,0,0,0,19.0
1,1.9,345,406,10.0,0.5,0.5,2.25,0.0,0.3,13.55,0,0,0,0,0,0,0,0,0,0,11.983333333333333
1,1.7,469,391,9.0,0.5,0.5,2.05,0.0,0.3,12.35,0,0,0,0,0,0,0,0,0,0,10.0
2,1.7,649,681,10.5,0.0,0.5,2.26,0.0,0.3,13.56,1,0,0,0,0,0,0,0,0,0,15.083333333333334
1,0.97,555,761,6.0,0.0,0.5,1.7,0.0,0.3,8.5,1,0,0,0,0,0,0,0,0,0,6.416666666666667
2,1.41,292,440,11.0,0.0,0.5,2.36,0.0,0.3,14.16,1,0,0,0,0,0,0,0,0,0,16.000000000000004
6,0.32,423,406,4.0,0.0,0.5,1.2,0.0,0.3,6.0,1,0,0,0,0,0,0,0,0,0,3.7333333333333334
2,0.9,259,802,8.0,0.0,0.5,2.2,0.0,0.3,11.0,0,0,0,0,0,0,0,0,0,0,11.0
1,1.87,292,759,11.5,0.0,0.5,2.0,0.0,0.3,14.3,1,0,0,0,0,0,0,0,0,0,17.35
1,1.98,749,619,8.5,0.5,0.5,2.45,0.0,0.3,12.25,1,0,0,0,0,0,0,0,0,0,7.0
1,0.74,463,521,5.0,0.0,0.5,1.16,0.0,0.3,6.96,1,0,0,0,0,0,0,0,0,0,3.4
3,1.88,576,224,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,10.283333333333333
1,2.22,297,761,13.5,0.0,0.5,4.29,0.0,0.3,18.59,1,0,0,0,0,0,0,0,0,0,20.0
1,0.7,890,759,4.0,0.5,0.5,1.06,0.0,0.3,6.36,1,0,0,0,0,0,0,0,0,0,2.016666666666667
1,1.49,436,518,6.0,0.0,0.5,0.68,0.0,0.3,7.48,1,0,0,0,0,0,0,0,0,0,4.000000000000001
1,1.1,576,427,7.5,0.0,0.5,2.05,0.0,0.3,10.35,0,0,0,0,0,0,0,0,0,0,9.0
1,1.56,421,802,8.0,0.0,0.5,1.76,0.0,0.3,10.56,1,0,0,0,0,0,0,0,0,0,9.433333333333334
1,1.2,345,304,7.0,0.5,0.5,1.0,0.0,0.3,9.3,1,0,0,0,0,0,0,0,0,0,7.116666666666666
2,2.55,259,411,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,7.0
1,2.13,861,462,10.5,0.5,0.5,3.54,0.0,0.3,15.34,1,0,0,0,0,0,0,0,0,0,12.283333333333333
1,1.1,463,427,9.5,0.0,0.5,3.0,0.0,0.3,13.3,0,0,0,0,0,0,0,0,0,0,13.35
4,1.99,583,802,10.0,1.0,0.5,2.36,0.0,0.3,14.16,1,0,0,0,0,0,0,0,0,0,11.716666666666667
1,1.7,345,304,8.0,0.0,0.5,1.75,0.0,0.3,10.55,0,0,0,0,0,0,0,0,0,0,7.0
1,1.1,611,356,10.0,0.0,0.5,2.7,0.0,0.3,13.5,1,0,0,0,0,0,0,0,0,0,14.65
5,0.74,342,193,7.5,0.0,0.5,1.66,0.0,0.3,9.96,1,0,0,0,0,0,0,0,0,0,9.25
1,1.01,227,761,9.5,0.0,0.5,2.06,0.0,0.3,12.36,1,0,0,0,0,0,0,0,0,0,14.333333333333334
1,1.9,861,802,11.0,0.0,0.5,2.36,0.0,0.3,14.16,1,0,0,0,0,0,0,0,0,0,14.55
1,2.07,785,858,13.5,0.0,0.5,2.86,0.0,0.3,17.16,1,0,0,0,0,0,0,0,0,0,19.016666666666666
1,1.3,483,462,6.5,0.5,0.5,1.0,0.0,0.3,8.8,0,0,0,0,0,0,0,0,0,0,6.966666666666667
1,0.5,583,568,3.5,0.0,0.5,1.25,0.0,0.3,5.55,0,0,0,0,0,0,0,0,0,0,1.7333333333333334
1,0.76,749,699,5.5,0.0,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,5.883333333333334
1,1.9,297,699,9.0,0.5,0.5,2.55,0.0,0.3,12.85,0,0,0,0,0,0,0,0,0,0,10.0
2,1.6,463,246,7.5,0.0,0.5,1.65,0.0,0.3,9.95,0,0,0,0,0,0,0,0,0,0,7.083333333333333
1,1.0,383,802,5.0,1.0,0.5,1.7,0.0,0.3,8.5,0,0,0,0,0,0,0,0,0,0,3.0
2,1.5,739,246,8.5,0.0,0.5,1.85,0.0,0.3,11.15,0,0,0,0,0,0,0,0,0,0,11.0
1,1.34,785,568,7.0,0.5,0.5,2.0,0.0,0.3,10.3,1,0,0,0,0,0,0,0,0,0,6.75
3,1.3,792,761,8.0,0.5,0.5,2.75,0.0,0.3,12.05,0,0,0,0,0,0,0,0,0,0,9.0
2,2.62,590,612,12.5,0.5,0.5,2.76,0.0,0.3,16.56,1,0,0,0,0,0,0,0,0,0,15.716666666666669
5,1.56,861,246,7.0,0.5,0.5,1.24,0.0,0.3,9.54,1,0,0,0,0,0,0,0,0,0,7.033333333333333
1,1.4,649,759,8.0,0.5,0.5,1.85,0.0,0.3,11.15,0,0,0,0,0,0,0,0,0,0,9.4
1,2.4,325,355,10.5,0.0,0.5,1.0,0.0,0.3,12.3,0,0,0,0,0,0,0,0,0,0,12.433333333333334
1,1.9,342,366,8.5,0.5,0.5,1.2,0.0,0.3,11.0,0,0,0,0,0,0,0,0,0,0,9.416666666666666
1,0.99,741,557,7.5,0.0,0.5,1.66,0.0,0.3,9.96,1,0,0,0,0,0,0,0,0,0,9.0
1,1.58,749,366,8.0,0.0,0.5,2.0,0.0,0.3,10.8,1,0,0,0,0,0,0,0,0,0,9.833333333333334
1,0.39,383,356,5.0,1.0,0.5,1.7,0.0,0.3,8.5,1,0,0,0,0,0,0,0,0,0,4.583333333333333
2,0.9,739,653,6.5,1.0,0.5,1.65,0.0,0.3,9.95,0,0,0,0,0,0,0,0,0,0,7.183333333333334
5,1.04,741,334,5.0,0.5,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,3.45
1,0.54,739,761,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,13.45
1,0.52,749,699,6.0,0.0,0.5,0.7,0.0,0.3,7.5,1,0,0,0,0,0,0,0,0,0,7.0
1,0.9,590,259,5.5,1.0,0.5,1.45,0.0,0.3,8.75,0,0,0,0,0,0,0,0,0,0,5.05
1,0.95,292,557,8.0,1.0,0.5,2.45,0.0,0.3,12.25,1,0,0,0,0,0,0,0,0,0,10.0
2,1.1,792,342,9.0,0.0,0.5,1.95,0.0,0.3,11.75,0,0,0,0,0,0,0,0,0,0,12.0
1,0.77,749,472,7.0,0.0,0.5,1.95,0.0,0.3,9.75,1,0,0,0,0,0,0,0,0,0,8.433333333333334
5,1.1,590,259,6.0,0.5,0.5,3.0,0.0,0.3,10.3,1,0,0,0,0,0,0,0,0,0,5.0
1,1.19,241,568,5.5,0.5,0.5,1.0,0.0,0.3,7.8,1,0,0,0,0,0,0,0,0,0,4.2
1,1.96,259,681,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,10.383333333333333
1,1.6,792,761,10.0,0.0,0.5,2.15,0.0,0.3,12.95,0,0,0,0,0,0,0,0,0,0,14.0
2,2.62,392,176,10.0,0.0,0.5,2.16,0.0,0.3,12.96,1,0,0,0,0,0,0,0,0,0,8.666666666666666
1,0.79,292,285,5.5,0.0,0.5,0.02,0.0,0.3,6.32,1,0,0,0,0,0,0,0,0,0,4.983333333333333
1,1.7,345,304,12.5,0.0,0.5,2.65,0.0,0.3,15.95,0,0,0,0,0,0,0,0,0,0,19.216666666666665
3,0.9,53,661,9.5,1.0,0.5,2.25,0.0,0.3,13.55,0,0,0,0,0,0,0,0,0,0,13.366666666666667
1,1.03,785,369,5.0,0.0,0.5,1.16,0.0,0.3,6.96,1,0,0,0,0,0,0,0,0,0,4.000000000000001
1,1.45,611,653,9.0,0.5,0.5,2.58,0.0,0.3,12.88,1,0,0,0,0,0,0,0,0,0,11.716666666666667
1,1.78,861,427,12.5,0.0,0.5,2.66,0.0,0.3,15.96,1,0,0,0,0,0,0,0,0,0,18.05
1,0.86,749,858,8.0,0.0,0.5,1.0,0.0,0.3,9.8,1,0,0,0,0,0,0,0,0,0,10.433333333333334
1,1.0,739,557,6.0,0.0,0.5,1.7,0.0,0.3,8.5,1,0,0,0,0,0,0,0,0,0,6.133333333333334
1,0.49,555,653,4.5,1.0,0.5,1.58,0.0,0.3,7.88,1,0,0,0,0,0,0,0,0,0,4.466666666666667
