passenger_count,trip_distance,fare_amount,tip_amount,tipper
1,0.47,12.894194379060464,1.58,1
1,11.8,36.5,7.45,1
1,0.78,12.894194379060464,0.0,0
1,5.2,19.0,4.05,1
1,1.51,12.894194379060464,2.26,1
1,1.39,12.894194379060464,0.0,0
1,1.92,15.5,0.0,0
1,1.4,12.894194379060464,0.0,0
1,0.69,12.894194379060464,1.56,1
5,1.66,12.894194379060464,1.0,0
1,1.0,12.894194379060464,1.0,0
1,1.58,52.0,12.61,1
6,3.76,17.0,0.0,0
2,1.33,12.894194379060464,0.0,0
1,0.64,12.894194379060464,1.16,1
1,0.7,12.894194379060464,1.0,0
2,2.02,12.894194379060464,0.0,0
1,1.37,12.894194379060464,0.0,0
1,3.6,19.5,2.0,0
2,1.63,12.894194379060464,2.7,1
1,0.7,12.894194379060464,0.0,0
1,8.96,27.0,6.71,1
1,3.6,13.5,2.5,0
1,17.4,52.0,0.0,0
2,15.98,52.0,5.0,0
1,1.81,12.894194379060464,2.06,1
2,0.87,12.894194379060464,0.0,0
2,1.4,12.894194379060464,1.0,0
1,0.99,12.894194379060464,1.56,1
1,1.34,12.894194379060464,0.0,0
1,0.96,12.894194379060464,1.95,1
2,10.54,34.0,6.6,0
1,14.82,43.5,10.0,1
1,1.17,12.894194379060464,0.0,0
1,0.9,12.894194379060464,1.55,1
1,1.7,12.894194379060464,3.95,1
3,0.7,12.894194379060464,1.0,0
2,1.45,12.894194379060464,0.0,0
1,3.3,15.0,0.0,0
1,2.24,12.894194379060464,2.66,1
1,1.0,12.894194379060464,2.0,1
1,0.9,12.894194379060464,0.0,0
2,1.5,12.894194379060464,0.0,0
5,15.27,44.0,0.0,0
1,1.05,12.894194379060464,0.0,0
1,2.15,16.5,1.0,0
1,0.5,12.894194379060464,0.0,0
2,1.74,12.894194379060464,2.16,1
1,6.1,21.0,4.0,0
1,16.62,46.0,7.5,0
1,11.3,33.0,0.0,0
2,1.63,12.894194379060464,2.0,1
1,2.5,12.894194379060464,0.0,0
1,0.7,12.894194379060464,2.0,1
1,0.9,12.894194379060464,1.35,1
1,5.07,17.0,3.66,1
1,1.63,24.5,0.0,0
5,2.81,12.894194379060464,2.56,1
6,0.96,12.894194379060464,1.46,1
2,2.8,20.5,2.01,0
1,1.86,12.894194379060464,3.39,1
1,2.0,12.894194379060464,2.05,1
4,0.62,12.894194379060464,1.46,1
3,1.09,12.894194379060464,1.0,0
3,1.43,12.894194379060464,1.56,1
2,2.26,12.894194379060464,5.0,1
1,0.6,12.894194379060464,1.15,1
1,0.67,12.894194379060464,1.06,1
1,16.1,63.5,15.0,1
1,1.92,12.894194379060464,2.16,1
1,1.0,16.5,0.0,0
3,2.8,12.894194379060464,0.0,0
4,0.6,12.894194379060464,1.0,0
1,3.65,14.0,2.5,0
1,0.6,12.894194379060464,1.15,1
1,1.13,12.894194379060464,0.0,0
1,0.99,12.894194379060464,1.46,1
1,1.18,12.894194379060464,2.56,1
1,8.18,25.5,5.26,1
1,0.5,12.894194379060464,0.0,0
1,1.72,12.894194379060464,0.0,0
1,0.74,12.894194379060464,0.0,0
1,1.3,12.894194379060464,2.21,1
2,3.02,12.894194379060464,0.0,0
1,2.66,14.5,3.5,1
3,1.0,12.894194379060464,0.0,0
1,1.1,12.894194379060464,1.0,0
1,6.3,25.5,3.0,0
3,2.5,12.894194379060464,2.25,1
1,3.28,23.0,1.0,0
1,1.31,12.894194379060464,0.0,0
1,0.5,12.894194379060464,1.65,1
1,0.63,12.894194379060464,0.53,0
1,1.5,12.894194379060464,1.95,1
1,1.6,12.894194379060464,2.8,1
6,2.29,14.0,2.96,1
1,1.7,12.894194379060464,2.45,1
1,2.7,12.894194379060464,2.75,1
4,2.55,12.894194379060464,1.5,0
2,0.7,12.894194379060464,1.0,0
1,1.9,12.894194379060464,1.95,1
1,5.6,20.0,1.0,0
1,2.4,12.894194379060464,0.0,0
1,0.5,12.894194379060464,0.0,0
1,4.3,15.5,3.25,1
3,5.28,19.0,0.0,0
1,1.07,12.894194379060464,0.0,0
1,0.72,12.894194379060464,2.19,1
1,0.82,12.894194379060464,1.16,1
1,0.56,12.894194379060464,0.0,0
2,9.5,28.5,3.83,0
1,0.8,12.894194379060464,0.0,0
5,1.37,12.894194379060464,0.0,0
1,1.6,12.894194379060464,2.15,1
1,1.58,12.894194379060464,1.47,0
1,1.3,12.894194379060464,0.0,0
5,0.44,12.894194379060464,1.0,1
6,4.31,15.0,3.16,1
1,8.02,28.5,5.96,1
2,3.75,14.0,3.06,1
1,2.24,12.894194379060464,1.19,0
1,1.29,12.894194379060464,2.58,1
1,1.25,12.894194379060464,1.82,1
1,0.6,12.894194379060464,0.0,0
2,0.5,12.894194379060464,1.29,1
1,0.98,12.894194379060464,0.0,0
1,7.01,22.5,2.38,0
5,1.13,12.894194379060464,0.0,0
2,12.36,33.5,6.86,1
1,2.7,12.894194379060464,1.7,0
1,1.6,15.0,3.95,1
1,2.3,15.0,1.5,0
1,1.4,12.894194379060464,1.0,0
1,0.48,12.894194379060464,0.0,0
1,4.7,30.0,6.35,1
5,0.36,12.894194379060464,0.0,0
1,1.1,12.894194379060464,2.15,1
1,0.97,12.894194379060464,0.0,0
1,2.19,12.894194379060464,2.16,1
2,1.13,12.894194379060464,1.66,1
1,1.25,12.894194379060464,1.86,1
1,2.71,12.894194379060464,1.92,0
1,3.4,16.0,3.35,1
1,1.2,12.894194379060464,0.02,0
5,0.68,12.894194379060464,1.46,1
1,0.7,12.894194379060464,0.0,0
1,7.37,23.0,0.0,0
1,1.1,15.5,2.0,0
1,1.55,12.894194379060464,2.2,1
2,3.4,13.5,2.85,1
1,2.5,12.894194379060464,2.65,1
1,0.75,12.894194379060464,1.82,1
1,6.5,19.5,0.0,0
1,1.78,12.894194379060464,1.76,1
1,1.59,12.894194379060464,0.0,0
5,0.43,12.894194379060464,1.59,1
2,1.25,12.894194379060464,2.0,1
2,0.9,12.894194379060464,2.05,1
1,0.58,12.894194379060464,1.7,1
1,1.1,12.894194379060464,1.0,0
1,0.8,12.894194379060464,0.0,0
2,10.2,29.0,0.0,0
1,0.88,12.894194379060464,0.0,0
3,0.82,12.894194379060464,0.0,0
2,3.27,12.894194379060464,0.0,0
1,1.3,13.5,0.0,0
1,17.5,52.0,0.0,0
1,1.2,12.894194379060464,1.0,0
5,3.63,15.0,1.08,0
1,8.94,32.5,5.0,0
1,0.96,12.894194379060464,0.0,0
1,0.62,12.894194379060464,2.46,1
2,0.64,12.894194379060464,1.0,0
1,2.3,12.894194379060464,2.35,1
1,0.76,12.894194379060464,0.0,0
1,0.48,12.894194379060464,0.0,0
1,2.1,12.894194379060464,3.2,1
1,2.1,12.894194379060464,2.0,1
1,0.5,12.894194379060464,0.0,0
2,1.4,12.894194379060464,2.05,1
1,22.1,52.0,0.0,0
1,3.7,14.0,0.0,0
1,1.02,12.894194379060464,0.0,0
1,3.9,13.0,2.0,0
1,2.49,12.894194379060464,0.0,0
1,0.85,12.894194379060464,0.0,0
2,1.94,12.894194379060464,0.0,0
1,0.9,12.894194379060464,0.0,0
1,1.59,12.894194379060464,2.36,1
1,4.46,18.5,1.7,0
1,1.2,12.894194379060464,1.0,0
1,0.6,12.894194379060464,1.55,1
1,0.69,12.894194379060464,0.8,1
1,1.3,16.5,0.7,0
1,1.8,12.894194379060464,1.85,1
1,1.55,12.894194379060464,0.0,0
1,4.5,24.5,0.0,0
1,3.65,15.0,0.0,0
1,24.89,76.0,0.0,0
1,4.3,17.0,0.0,0
5,1.18,12.894194379060464,1.56,1
1,3.15,24.5,7.59,1
1,1.28,12.894194379060464,0.0,0
1,1.2,12.894194379060464,0.0,0
5,2.37,12.894194379060464,2.82,1
1,1.44,12.894194379060464,0.0,0
1,1.11,12.894194379060464,1.0,0
1,0.1,12.894194379060464,0.0,0
2,2.0,12.894194379060464,2.45,1
2,0.84,12.894194379060464,1.0,0
1,2.3,13.0,2.75,1
1,2.4,12.894194379060464,0.0,0
5,1.4,12.894194379060464,0.0,0
1,32.72,107.0,55.5,1
1,0.8,12.894194379060464,0.0,0
1,0.7,12.894194379060464,0.0,0
1,1.5,12.894194379060464,2.35,1
1,1.0,12.894194379060464,0.0,0
1,1.39,12.894194379060464,1.86,1
1,0.7,12.894194379060464,1.7,1
1,1.6,12.894194379060464,0.0,0
1,0.5,12.894194379060464,0.0,0
2,1.7,12.894194379060464,0.0,0
1,0.6,12.894194379060464,0.7,0
3,2.63,16.5,0.0,0
1,1.6,12.894194379060464,1.85,1
1,1.16,12.894194379060464,0.0,0
1,6.3,22.0,0.0,0
1,0.8,12.894194379060464,1.0,0
1,2.3,12.894194379060464,2.05,1
1,0.7,12.894194379060464,1.85,1
1,0.7,12.894194379060464,0.0,0
1,0.5,12.894194379060464,1.3,1
1,0.95,12.894194379060464,1.0,0
1,0.9,12.894194379060464,1.0,0
1,1.2,12.894194379060464,2.65,1
1,0.8,12.894194379060464,1.15,1
3,0.61,12.894194379060464,1.0,1
1,1.39,12.894194379060464,1.76,1
1,1.77,12.894194379060464,1.5,0
2,0.9,12.894194379060464,1.15,1
1,0.91,12.894194379060464,1.58,1
1,2.5,12.894194379060464,3.05,1
1,2.0,12.894194379060464,2.7,1
1,10.7,55.0,2.0,0
4,1.6,12.894194379060464,0.0,0
1,17.8,52.0,11.71,1
1,1.29,12.894194379060464,2.16,1
1,0.89,12.894194379060464,1.0,0
1,4.86,19.5,0.0,0
2,1.2,12.894194379060464,1.35,1
2,1.1,12.894194379060464,1.85,1
3,2.14,12.894194379060464,2.36,1
6,0.7,12.894194379060464,2.2,1
1,8.4,26.5,5.0,0
1,2.1,12.894194379060464,1.0,0
1,1.3,12.894194379060464,1.0,0
1,0.45,12.894194379060464,0.0,0
1,0.97,12.894194379060464,0.0,0
1,0.9,12.894194379060464,0.0,0
1,0.8,12.894194379060464,1.7,1
1,1.7,12.894194379060464,1.0,0
2,1.6,12.894194379060464,2.15,1
1,0.98,12.894194379060464,1.56,1
1,1.04,12.894194379060464,0.0,0
5,5.59,19.5,2.08,0
1,2.82,12.894194379060464,2.36,1
1,16.6,52.0,11.71,1
1,3.8,16.5,3.55,1
1,9.9,36.5,8.57,1
1,1.4,12.894194379060464,2.05,1
1,2.7,13.5,1.5,0
2,2.05,12.894194379060464,2.66,1
1,0.62,12.894194379060464,1.26,1
1,1.62,12.894194379060464,1.96,1
1,1.44,12.894194379060464,1.56,1
1,5.3,24.0,0.0,0
1,1.1,12.894194379060464,0.0,0
1,0.79,12.894194379060464,0.0,0
2,14.3,48.5,0.0,0
3,10.0,28.5,7.01,1
1,8.05,26.5,6.71,1
1,1.22,12.894194379060464,2.26,1
2,0.95,12.894194379060464,1.82,1
2,9.3,32.5,10.1,1
1,2.0,14.5,3.05,1
1,0.3,12.894194379060464,0.0,0
1,8.55,28.0,5.86,1
1,0.5,12.894194379060464,0.0,0
1,2.9,14.5,0.0,0
1,3.2,19.0,1.5,0
1,0.62,12.894194379060464,1.74,1
1,1.42,12.894194379060464,3.54,1
1,0.85,12.894194379060464,0.0,0
1,1.23,12.894194379060464,0.0,0
2,0.67,12.894194379060464,0.0,0
1,0.93,12.894194379060464,0.0,0
1,1.5,12.894194379060464,2.0,1
1,0.69,12.894194379060464,0.0,0
1,0.8,12.894194379060464,0.0,0
1,2.0,13.0,2.85,1
2,1.77,12.894194379060464,1.0,0
1,2.55,13.0,0.0,0
1,5.01,17.0,3.56,1
2,4.38,17.5,1.0,0
1,2.8,12.894194379060464,0.0,0
1,2.67,13.0,2.86,1
1,2.1,13.0,0.0,0
1,0.9,12.894194379060464,2.2,1
2,1.55,12.894194379060464,1.0,0
1,1.29,12.894194379060464,0.0,0
6,0.7,12.894194379060464,1.0,0
1,0.86,12.894194379060464,1.36,1
2,0.0,52.0,4.08,0
1,3.0,12.894194379060464,0.0,0
1,0.8,12.894194379060464,0.0,0
1,3.2,13.5,3.58,1
1,5.4,18.5,2.0,0
3,5.5,21.5,4.66,1
2,0.3,12.894194379060464,0.0,0
1,9.64,32.5,2.0,0
2,0.99,12.894194379060464,1.66,1
1,1.1,12.894194379060464,2.0,1
1,5.7,20.5,3.7,0
1,0.3,12.894194379060464,1.4,1
2,0.73,12.894194379060464,1.06,1
6,2.75,12.894194379060464,1.5,0
4,2.15,12.894194379060464,0.0,0
2,0.6,12.894194379060464,0.0,0
2,2.4,12.894194379060464,1.0,0
1,0.5,12.894194379060464,0.0,0
1,1.1,12.894194379060464,2.15,1
1,0.6,12.894194379060464,0.0,0
1,1.0,12.894194379060464,1.35,1
6,2.49,12.894194379060464,2.16,1
1,2.5,12.894194379060464,0.0,0
1,2.2,12.894194379060464,2.25,1
2,0.56,12.894194379060464,0.0,0
1,1.5,12.894194379060464,0.0,0
2,2.03,13.5,2.86,1
1,1.1,12.894194379060464,1.95,1
1,1.3,12.894194379060464,2.3,1
1,1.5,12.894194379060464,0.0,0
1,1.2,12.894194379060464,0.0,0
1,1.0,12.894194379060464,0.0,0
4,0.9,12.894194379060464,0.0,0
2,7.32,24.5,0.0,0
1,0.6,12.894194379060464,1.55,1
1,1.11,12.894194379060464,1.66,1
1,0.7,12.894194379060464,0.0,0
1,1.2,12.894194379060464,1.55,1
5,1.65,12.894194379060464,2.76,1
1,0.96,12.894194379060464,1.26,1
1,0.7,12.894194379060464,0.0,0
1,2.64,12.894194379060464,3.54,1
5,1.97,12.894194379060464,2.06,1
2,2.6,14.5,0.0,0
1,2.67,12.894194379060464,3.2,1
1,0.7,12.894194379060464,0.0,0
1,3.0,12.894194379060464,0.0,0
2,5.4,21.5,0.0,0
1,1.6,12.894194379060464,1.95,1
2,2.6,12.894194379060464,0.0,0
1,1.4,12.894194379060464,2.05,1
1,0.61,12.894194379060464,0.0,0
1,1.4,12.894194379060464,0.93,0
2,3.0,16.0,3.55,1
1,1.2,12.894194379060464,2.15,1
1,3.4,14.0,3.05,1
1,3.47,15.0,1.58,0
1,0.5,12.894194379060464,0.0,0
1,1.9,12.894194379060464,0.0,0
4,1.43,12.894194379060464,0.0,0
2,1.0,12.894194379060464,1.55,1
1,1.4,14.0,0.0,0
1,0.99,12.894194379060464,2.04,1
6,18.22,52.0,5.0,0
1,1.0,12.894194379060464,2.5,1
1,1.94,12.894194379060464,0.0,0
1,3.2,15.0,0.0,0
1,3.23,16.0,3.0,0
4,0.39,12.894194379060464,1.16,1
2,1.01,12.894194379060464,1.16,1
1,1.25,12.894194379060464,0.0,0
1,3.1,12.894194379060464,3.45,1
1,17.7,52.0,10.0,0
1,0.74,12.894194379060464,0.93,1
1,1.1,12.894194379060464,5.0,1
1,3.14,13.5,2.96,1
1,4.35,20.0,4.26,1
2,1.2,12.894194379060464,0.0,0
2,1.8,12.894194379060464,0.0,0
2,0.9,12.894194379060464,1.0,0
2,0.61,12.894194379060464,0.96,1
1,2.5,15.0,0.0,0
1,0.97,12.894194379060464,1.7,1
3,3.9,16.0,0.0,0
3,1.25,12.894194379060464,0.0,0
1,4.05,20.0,0.0,0
1,0.46,12.894194379060464,0.0,0
1,11.09,30.5,7.41,1
3,5.8,21.0,0.0,0
3,1.6,12.894194379060464,0.0,0
1,2.44,12.894194379060464,2.66,1
1,9.92,29.0,0.0,0
2,1.55,12.894194379060464,0.0,0
2,18.8,52.0,11.65,1
1,3.39,15.5,3.26,1
1,3.22,12.894194379060464,0.0,0
1,0.4,12.894194379060464,1.0,1
1,1.21,12.894194379060464,0.0,0
3,18.79,52.0,0.0,0
2,8.9,31.5,0.0,0
1,0.4,12.894194379060464,1.15,1
1,3.6,16.5,2.0,0
1,1.2,12.894194379060464,1.65,1
1,2.78,16.5,3.46,1
1,2.7,12.894194379060464,2.75,1
1,1.53,12.894194379060464,1.96,1
1,1.09,12.894194379060464,0.0,0
1,3.75,17.0,0.0,0
5,3.89,52.0,0.0,0
2,5.53,19.5,0.0,0
1,3.9,14.0,4.1,1
3,10.1,31.0,0.0,0
1,1.6,12.894194379060464,0.0,0
1,11.34,45.0,10.31,1
2,1.48,12.894194379060464,0.0,0
1,1.66,12.894194379060464,2.16,1
1,2.7,15.5,3.0,0
1,2.4,14.5,3.25,1
1,1.6,12.894194379060464,1.0,0
1,18.0,52.0,5.0,0
1,1.0,12.894194379060464,0.0,0
1,3.2,20.0,4.0,1
1,11.7,40.0,0.0,0
5,1.14,12.894194379060464,1.4,0
3,1.1,12.894194379060464,2.25,1
1,0.56,12.894194379060464,0.0,0
1,1.12,12.894194379060464,0.0,0
1,1.3,12.894194379060464,1.35,1
5,0.87,12.894194379060464,2.0,1
2,2.3,12.894194379060464,2.0,0
1,0.83,12.894194379060464,2.04,1
2,1.93,13.5,2.86,1
1,1.6,12.894194379060464,1.95,1
4,0.9,12.894194379060464,1.55,1
2,0.78,12.894194379060464,1.0,1
1,0.5,12.894194379060464,0.96,1
1,6.7,26.5,5.65,1
2,4.5,17.0,3.65,1
1,5.3,17.0,3.55,1
1,1.0,12.894194379060464,0.0,0
1,0.9,12.894194379060464,0.0,0
1,1.95,12.894194379060464,2.16,1
1,1.73,12.894194379060464,1.0,0
2,1.39,12.894194379060464,0.0,0
1,1.8,12.894194379060464,2.55,1
2,0.8,12.894194379060464,1.25,1
1,3.16,13.0,2.86,1
1,1.7,12.894194379060464,1.85,1
1,0.6,12.894194379060464,0.0,0
1,0.4,12.894194379060464,1.3,1
1,1.16,12.894194379060464,1.86,1
1,2.19,12.894194379060464,0.0,0
6,1.33,12.894194379060464,1.56,1
1,2.3,12.894194379060464,2.25,1
1,2.2,14.5,4.55,1
1,3.46,12.894194379060464,2.66,1
1,1.1,12.894194379060464,0.0,0
1,7.6,27.5,2.0,0
5,1.5,12.894194379060464,0.0,0
2,10.07,29.5,1.0,0
1,3.4,14.5,3.0,1
1,7.5,25.5,5.35,1
2,1.24,12.894194379060464,0.9,0
1,1.0,12.894194379060464,1.25,0
1,4.4,23.5,2.0,0
1,16.7,47.0,10.7,1
1,0.4,12.894194379060464,0.0,0
1,2.8,13.0,2.2,0
1,0.7,12.894194379060464,1.25,1
1,2.4,12.894194379060464,2.26,1
2,1.23,12.894194379060464,0.0,0
6,0.86,12.894194379060464,1.74,1
1,3.32,19.0,3.96,1
1,1.0,12.894194379060464,1.25,1
1,1.3,12.894194379060464,2.15,1
6,5.07,21.0,0.0,0
1,5.16,20.0,0.0,0
2,2.66,22.5,4.66,1
2,2.15,12.894194379060464,2.16,1
1,3.9,21.5,2.25,0
1,0.5,12.894194379060464,2.2,1
1,1.4,12.894194379060464,1.0,0
1,1.04,12.894194379060464,2.16,1
1,1.8,12.894194379060464,2.15,1
1,0.42,12.894194379060464,1.84,0
1,2.2,12.894194379060464,2.15,1
6,1.79,12.894194379060464,5.0,1
2,1.3,12.894194379060464,2.6,1
1,1.5,12.894194379060464,1.95,1
1,1.46,12.894194379060464,2.26,1
5,1.77,12.894194379060464,2.06,1
1,0.84,12.894194379060464,0.0,0
1,0.8,12.894194379060464,1.55,1
2,1.04,12.894194379060464,1.76,1
1,0.81,12.894194379060464,0.0,0
1,1.4,12.894194379060464,1.2,0
1,1.7,12.894194379060464,1.62,0
1,2.33,12.894194379060464,2.46,1
5,0.73,12.894194379060464,0.0,0
1,1.12,12.894194379060464,2.2,1
1,0.9,12.894194379060464,1.0,0
1,2.58,12.894194379060464,0.0,0
5,1.91,12.894194379060464,0.0,0
1,2.7,14.5,4.55,1
1,5.68,21.0,0.0,0
1,1.64,12.894194379060464,1.0,0
1,3.5,15.5,4.05,1
4,0.88,12.894194379060464,1.26,1
1,1.1,12.894194379060464,1.0,0
1,1.5,12.894194379060464,2.9,1
1,6.3,27.5,3.4,0
1,1.5,12.894194379060464,1.0,0
1,0.62,12.894194379060464,0.0,0
1,0.9,12.894194379060464,1.5,0
1,2.0,12.894194379060464,1.0,0
1,3.1,17.0,3.55,1
1,4.1,15.5,3.36,1
1,6.15,23.0,0.0,0
1,0.71,12.894194379060464,2.04,1
1,11.0,30.5,6.35,1
2,5.1,20.0,3.0,0
1,1.4,12.894194379060464,2.25,1
1,1.5,12.894194379060464,0.0,0
1,0.7,12.894194379060464,0.0,0
1,1.8,12.894194379060464,2.25,1
2,3.7,23.0,4.95,1
2,1.09,13.5,1.5,0
1,0.58,12.894194379060464,1.0,1
2,2.62,12.894194379060464,0.0,0
1,2.63,13.0,2.5,0
1,1.41,12.894194379060464,1.0,0
1,0.79,12.894194379060464,0.0,0
1,0.69,12.894194379060464,1.26,1
3,5.6,20.5,3.0,0
3,1.02,12.894194379060464,0.0,0
3,0.7,12.894194379060464,1.0,1
1,1.88,12.894194379060464,1.66,1
1,7.5,32.0,9.55,1
1,2.6,12.894194379060464,1.3,0
1,1.33,12.894194379060464,3.09,1
1,6.38,21.5,4.46,1
1,0.81,12.894194379060464,1.36,1
5,1.55,12.894194379060464,3.2,1
1,1.47,12.894194379060464,1.36,1
2,0.98,12.894194379060464,1.66,1
1,1.06,12.894194379060464,1.4,0
2,1.73,12.894194379060464,1.5,0
5,0.45,12.894194379060464,0.86,1
1,2.71,14.0,2.0,0
4,1.13,12.894194379060464,0.0,0
1,1.1,12.894194379060464,0.0,0
1,2.86,12.894194379060464,2.46,1
5,0.88,12.894194379060464,0.0,0
1,0.87,12.894194379060464,1.46,1
2,6.1,22.0,4.65,1
1,0.6,12.894194379060464,1.0,1
2,1.06,12.894194379060464,0.0,0
1,4.3,21.5,0.0,0
1,2.98,15.0,3.36,1
1,0.81,12.894194379060464,1.36,1
2,1.37,12.894194379060464,1.86,1
6,1.5,12.894194379060464,3.2,1
1,2.92,12.894194379060464,2.36,1
2,2.7,13.5,1.0,0
1,0.72,12.894194379060464,1.26,1
1,9.3,31.0,10.0,1
2,1.5,12.894194379060464,1.5,0
6,2.1,13.0,0.0,0
1,2.0,12.894194379060464,2.45,1
1,2.7,14.5,3.0,1
1,0.51,12.894194379060464,0.48,0
1,2.07,12.894194379060464,2.7,1
1,2.13,15.5,3.36,1
2,0.8,12.894194379060464,1.85,1
3,0.91,12.894194379060464,1.46,1
1,5.57,20.0,0.0,0
2,1.5,12.894194379060464,2.35,1
1,0.68,12.894194379060464,1.66,1
1,1.6,12.894194379060464,2.15,1
1,0.6,12.894194379060464,2.0,1
2,10.2,29.5,0.0,0
1,2.7,16.5,1.5,0
2,10.65,40.5,9.41,1
1,0.8,12.894194379060464,1.0,0
1,0.33,12.894194379060464,0.0,0
2,5.2,20.0,4.25,1
1,2.17,12.894194379060464,2.06,1
1,0.84,12.894194379060464,0.0,0
3,4.34,23.0,6.08,1
1,1.7,12.894194379060464,2.65,1
1,0.8,12.894194379060464,1.0,0
1,0.9,12.894194379060464,1.75,1
4,7.42,26.0,5.46,1
1,1.95,12.894194379060464,1.5,0
1,6.94,27.5,0.0,0
1,1.7,13.5,0.0,0
1,1.2,12.894194379060464,0.0,0
1,0.74,12.894194379060464,0.0,0
1,0.7,12.894194379060464,0.5,0
1,2.0,12.894194379060464,2.25,1
1,5.1,24.5,5.05,1
1,1.9,12.894194379060464,0.0,0
1,0.9,12.894194379060464,1.58,1
2,0.5,12.894194379060464,0.0,0
1,3.34,12.894194379060464,0.0,0
3,0.48,12.894194379060464,1.26,1
3,1.8,14.0,0.0,0
2,2.9,14.5,3.7,1
1,2.4,13.0,2.95,1
2,9.24,28.5,0.0,0
1,1.14,12.894194379060464,2.34,1
3,4.0,21.0,3.0,0
5,13.2,41.0,8.46,1
2,18.1,52.0,0.0,0
2,2.0,14.5,3.8,1
1,3.0,13.0,0.0,0
1,1.2,12.894194379060464,2.85,1
1,1.7,12.894194379060464,1.75,1
5,7.85,24.5,7.74,1
1,1.74,12.894194379060464,0.0,0
2,5.8,19.5,0.0,0
1,0.0,20.0,0.0,0
1,3.9,15.0,0.0,0
6,0.31,12.894194379060464,0.0,0
1,6.6,26.0,0.0,0
2,0.37,12.894194379060464,0.86,1
1,4.9,20.0,4.25,1
1,5.85,20.5,3.34,0
2,6.5,21.5,4.55,1
1,15.6,52.0,0.0,0
1,0.6,12.894194379060464,0.0,0
2,2.52,14.0,2.96,1
1,3.39,16.5,4.58,1
3,0.4,12.894194379060464,0.0,0
1,0.74,12.894194379060464,0.0,0
3,20.79,52.0,10.0,0
2,4.1,14.5,4.74,1
1,1.7,52.0,0.0,0
5,0.68,12.894194379060464,0.63,0
3,4.54,24.5,5.16,1
1,0.3,12.894194379060464,0.0,0
2,1.2,12.894194379060464,0.0,0
1,12.35,46.0,0.0,0
1,7.2,22.0,4.65,1
1,0.9,12.894194379060464,0.0,0
2,1.45,12.894194379060464,0.0,0
1,1.0,12.894194379060464,0.0,0
1,4.0,15.0,2.0,0
1,1.3,12.894194379060464,0.0,0
1,1.06,12.894194379060464,1.24,0
1,6.11,21.0,4.46,1
1,0.47,12.894194379060464,0.53,0
1,2.1,12.894194379060464,3.3,1
1,1.3,12.894194379060464,0.0,0
4,3.1,13.0,2.85,1
1,9.09,26.0,6.71,1
1,1.5,12.894194379060464,0.0,0
2,1.49,13.5,0.0,0
5,0.67,12.894194379060464,0.0,0
1,0.75,12.894194379060464,1.86,1
6,1.63,12.894194379060464,0.0,0
1,1.2,12.894194379060464,1.0,0
1,0.5,12.894194379060464,0.0,0
1,1.1,12.894194379060464,0.0,0
5,1.57,12.894194379060464,2.16,1
1,4.0,20.0,0.0,0
1,1.1,12.894194379060464,0.0,0
2,2.18,12.894194379060464,2.06,1
2,4.85,16.5,4.0,1
1,5.9,22.5,3.0,0
1,0.78,12.894194379060464,0.7,0
1,1.61,12.894194379060464,1.55,0
5,3.47,14.5,3.82,1
3,1.11,12.894194379060464,0.9,0
1,1.7,12.894194379060464,2.58,1
2,1.4,12.894194379060464,1.85,1
2,2.61,12.894194379060464,2.36,1
1,0.65,12.894194379060464,1.74,1
3,1.6,12.894194379060464,0.0,0
1,1.24,12.894194379060464,0.0,0
3,2.16,13.5,0.0,0
4,2.2,14.0,1.0,0
5,3.19,15.5,1.0,0
1,0.6,12.894194379060464,0.87,0
1,2.2,12.894194379060464,1.0,0
1,2.1,12.894194379060464,0.0,0
1,7.3,31.5,6.45,1
2,3.6,18.5,3.95,1
1,8.85,27.0,7.08,1
1,0.5,12.894194379060464,0.0,0
1,1.9,12.894194379060464,1.5,0
3,4.03,19.5,0.0,0
1,2.81,13.5,2.96,1
1,2.13,12.894194379060464,0.0,0
1,0.98,12.894194379060464,1.46,1
1,0.39,12.894194379060464,0.0,0
1,1.0,12.894194379060464,1.25,1
5,1.98,12.894194379060464,1.66,1
3,0.9,12.894194379060464,1.25,1
1,1.27,12.894194379060464,1.56,1
2,0.4,12.894194379060464,1.85,1
2,2.37,13.5,2.14,0
1,0.66,12.894194379060464,1.16,1
1,3.65,15.5,3.7,1
1,0.5,12.894194379060464,1.15,1
1,5.73,21.5,6.99,1
1,1.3,12.894194379060464,1.75,1
1,6.2,20.5,0.0,0
1,2.58,12.894194379060464,2.36,1
1,4.4,16.0,0.0,0
1,2.9,15.5,0.0,0
1,0.0,12.894194379060464,0.0,0
1,0.49,12.894194379060464,0.0,0
1,1.5,12.894194379060464,1.0,0
1,1.02,12.894194379060464,2.06,1
1,2.0,12.894194379060464,0.0,0
5,1.39,12.894194379060464,1.0,0
1,1.22,12.894194379060464,0.0,0
2,1.4,12.894194379060464,2.15,1
1,1.1,12.894194379060464,1.0,0
1,1.69,12.894194379060464,0.0,0
2,1.62,12.894194379060464,0.0,0
2,1.56,12.894194379060464,0.0,0
1,0.4,12.894194379060464,1.15,1
1,0.94,12.894194379060464,1.0,0
1,0.97,12.894194379060464,0.0,0
1,0.83,12.894194379060464,1.0,0
1,1.42,12.894194379060464,1.46,1
1,3.84,14.0,3.06,1
1,8.3,30.0,6.15,1
4,2.2,12.894194379060464,0.0,0
1,0.96,12.894194379060464,1.7,1
